case:court:code	PENDENTES-CRIMINAL-2015	PENDENTES-CRIMINAL-2016	PENDENTES-CRIMINAL-2017	PENDENTES-CRIMINAL-2018	PENDENTES-CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2015	PENDENTES-NÃO CRIMINAL-2016	PENDENTES-NÃO CRIMINAL-2017	PENDENTES-NÃO CRIMINAL-2018	PENDENTES-NÃO CRIMINAL-2019	PENDENTES-NÃO CRIMINAL-2020	SUSPENSOS-CONHECIMENTO-2015	SUSPENSOS-CONHECIMENTO-2016	SUSPENSOS-CONHECIMENTO-2017	SUSPENSOS-CONHECIMENTO-2018	SUSPENSOS-CONHECIMENTO-2019	SUSPENSOS-CONHECIMENTO-2020	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2015	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2016	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2017	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2018	PENDENTES-EXECUÇÃO JUDICIAL NÃO CRIMINAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2015	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2016	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2017	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2018	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2019	PENDENTES-EXTRAJUDICIAL NÃO FISCAL-2020	RECURSOS INTERNOS-CONHECIMENTO-2018	RECURSOS INTERNOS-CONHECIMENTO-2019	RECURSOS INTERNOS-CONHECIMENTO-2020	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2017	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2018	SUSPENSOS-EXTRAJUDICIAL NÃO FISCAL-2019	Tipo	Classificação	Município
8779	615	732	723	455	402	3983	4061	3341	1406	942	782	27	27	26	18	28	60	93	109	127	71	60	163	220	173	111	71	53	14	22	14	12	3	1	UJ1	V - VARA;	SAO BENTO DO UNA
8780	720	788	643	680	339	2598	2764	2829	2867	990	716	45	51	44	29	31	50	171	237	242	332	129	350	374	358	245	77	90	7	10	16	91	25	18	UJ1	V - VARA;	CUSTODIA
8781	0	0	0	0	0	0	6335	6313	5338	5174	2912	0	388	860	1440	1718	91	0	1086	1335	1585	2019	0	1918	2196	2232	2367	1441	173	11	241	648	1109	1473	UJ1	V - VARA;	CURITIBA
8782	217	364	212	205	260	1186	1638	970	1370	1486	1320	1	516	403	255	227	167	74	472	165	198	202	189	412	227	203	199	245	0	0	2	409	193	189	UJ1	V - VARA;	MARCO
8783	0	0	0	0	0	3874	4362	3348	2867	2871	2443	194	370	561	711	667	704	114	1361	1420	1540	1931	284	1463	1521	1517	1936	1808	236	78	191	1156	1553	1823	UJ1	V - VARA;	LONDRINA
8784	0	0	0	0	0	0	7415	7216	6167	5401	3959	0	426	493	515	813	118	0	1478	1632	1799	1887	0	1952	2160	2160	2094	1615	204	32	351	528	763	1109	UJ1	V - VARA;	CURITIBA
8785	0	0	0	0	0	0	8490	8354	7459	6278	4737	0	254	384	479	691	929	0	1674	1814	1983	2371	0	2163	2346	2368	2302	2044	249	36	423	564	703	867	UJ1	V - VARA;	CURITIBA
8786	0	0	0	0	0	0	6158	5826	5072	4789	3991	0	303	482	447	453	520	0	1955	2294	2447	2559	0	1841	2076	2121	2117	2078	240	41	429	613	784	780	UJ1	V - VARA;	CURITIBA
8787	0	0	0	0	0	0	7412	7299	6214	5656	4517	0	171	315	490	763	510	0	742	886	1590	1927	0	1807	1977	2090	2174	2047	154	40	346	256	467	850	UJ1	V - VARA;	CURITIBA
8788	0	0	0	0	0	4532	5409	4504	3910	3526	3099	431	374	403	663	733	651	68	1283	1369	1491	1720	213	1694	1813	1853	1829	1622	219	67	132	761	957	1153	UJ1	V - VARA;	LONDRINA
8789	0	0	0	0	0	0	8389	8495	7522	6940	5502	0	306	479	637	800	1006	0	1444	1777	2253	2537	0	1988	2164	2248	2307	2198	266	35	656	359	548	654	UJ1	V - VARA;	CURITIBA
8790	0	0	0	0	0	0	6579	6700	6132	5793	4795	0	151	366	683	899	1000	0	1235	1301	1352	1612	0	1847	2059	2138	2134	2098	281	27	628	382	698	994	UJ1	V - VARA;	CURITIBA
8791	0	0	0	0	0	4615	5256	4494	4120	3732	3501	372	553	648	717	712	608	61	1393	1559	1559	1646	165	1598	1710	1727	1595	1540	227	58	297	694	876	1028	UJ1	V - VARA;	LONDRINA
8792	0	0	0	0	0	0	4747	4859	4154	4257	3811	0	548	558	676	742	766	0	1648	1747	1929	2142	0	1411	1605	1630	1755	1737	235	56	412	796	1251	1387	UJ1	V - VARA;	CURITIBA
8793	0	0	0	0	0	3978	5408	5041	4978	4571	3300	663	819	1370	1346	538	690	167	1014	1172	1356	1398	208	1377	1543	1624	1579	1528	206	58	222	916	913	789	UJ1	V - VARA;	LONDRINA
8794	0	0	0	0	0	4727	4984	4096	3470	3522	2958	356	747	840	824	811	706	128	1060	1200	1405	1504	300	1373	1470	1466	1859	1534	246	13	235	880	1062	1038	UJ1	V - VARA;	LONDRINA
8795	0	0	0	0	0	3205	4942	4432	3884	3472	2916	311	304	506	630	494	492	20	1597	1629	1689	1621	93	1466	1616	1634	1547	1546	298	62	170	686	952	1036	UJ1	V - VARA;	LONDRINA
8796	0	0	0	0	0	4172	4680	4012	3789	3960	3233	544	607	673	847	1012	736	64	1248	1419	1548	1675	134	1260	1322	1355	1405	1302	224	28	283	654	796	908	UJ1	V - VARA;	LONDRINA
8797	0	0	0	0	0	4017	4143	3814	3536	3745	3244	946	597	531	624	809	527	287	1566	1592	1644	1653	398	1350	1515	1563	1577	1174	206	36	286	893	1105	1096	UJ1	V - VARA;	LONDRINA
8798	0	0	0	0	0	2444	2752	2606	2539	2714	2368	556	520	537	630	837	911	658	1186	1291	1382	1485	562	1173	1331	1385	1466	1461	134	54	199	1345	1554	1739	UJ1	V - VARA;	LONDRINA
8799	0	0	0	0	0	2613	3094	2808	2838	3575	3270	305	277	302	431	1081	1245	238	1384	1420	1478	1745	412	1169	1314	1406	2182	2171	181	20	229	1134	1349	2200	UJ1	V - VARA;	LONDRINA
8800	0	0	0	0	0	3545	3542	3423	3180	4358	4704	287	383	425	389	390	370	82	1013	1184	1235	1548	249	1503	1664	1746	2416	2743	238	42	283	617	795	907	UJ1	V - VARA;	MARINGA
8801	1617	437	409	362	377	0	0	0	0	0	0	0	71	72	67	50	32	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	UJ1	V - VARA;	LONDRINA
8802	2467	1989	2118	2057	2025	0	0	0	0	0	0	0	399	382	320	297	283	0	0	0	0	0	0	0	0	0	0	0	40	6	20	0	0	0	UJ1	V - VARA;	LONDRINA
8803	2440	1747	1946	2089	1968	0	0	0	0	0	0	0	418	450	362	340	329	0	0	0	0	0	0	0	0	0	0	0	31	9	49	0	0	0	UJ1	V - VARA;	LONDRINA
8804	2953	2219	2443	2621	2769	0	0	0	0	0	0	0	372	386	425	415	456	0	0	0	0	0	0	0	0	0	0	0	12	2	55	0	0	0	UJ1	V - VARA;	LONDRINA
8805	2065	1756	1783	1681	1540	0	0	0	0	0	0	0	387	362	328	317	247	0	0	0	0	0	0	0	0	0	0	0	26	0	17	0	0	0	UJ1	V - VARA;	LONDRINA
8806	0	0	0	0	0	1591	1960	2230	2577	2785	2739	189	175	170	161	167	204	379	1556	1724	1707	1850	1	0	1	1	5	4	79	27	182	368	352	377	UJ1	V - VARA;	LONDRINA
8807	0	0	0	0	0	2372	2527	3016	3261	3590	2925	278	279	255	297	357	372	324	1288	1626	1788	1861	0	4	7	5	7	23	144	58	279	437	593	757	UJ1	V - VARA;	LONDRINA
8808	0	0	0	0	0	0	1644	1331	1465	1586	459	0	849	841	67	54	53	0	60	90	107	598	0	0	0	0	0	0	34	5	17	68	75	89	UJ1	V - VARA;	LONDRINA
8809	0	0	0	0	0	2964	3739	3691	3312	3664	3539	270	344	367	382	335	308	72	1055	1197	1341	1440	239	1986	2126	2150	2381	2198	148	17	335	716	1005	870	UJ1	V - VARA;	MARINGA
8810	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	UJ1	V - VARA;	LONDRINA
8811	0	1518	1718	1956	2016	0	0	0	0	0	0	0	120	147	169	167	238	0	0	0	0	0	0	0	0	0	0	0	10	2	22	0	0	0	UJ1	V - VARA;	CURITIBA
8812	0	0	0	0	0	2166	2853	2790	2644	3018	3185	233	287	349	410	448	555	146	992	1073	1181	1368	341	1424	1569	1645	1711	1769	161	45	251	888	1060	1313	UJ1	V - VARA;	MARINGA
8813	0	0	0	0	0	0	3242	2823	2341	2256	1764	0	163	218	214	209	63	0	1614	1703	1692	1702	0	4	5	6	4	4	71	10	127	274	282	322	UJ1	V - VARA;	CURITIBA
8814	0	0	0	0	0	3429	3451	3420	3256	3699	4080	502	501	653	584	551	506	184	929	953	1008	1108	426	1471	1635	1740	1833	1931	179	81	503	1314	1411	1446	UJ1	V - VARA;	MARINGA
8815	0	0	0	1	0	0	3858	2861	3146	2959	2194	0	82	129	111	108	88	0	1980	1859	1878	1933	0	9	11	17	20	27	88	9	186	85	135	150	UJ1	V - VARA;	CURITIBA
8816	0	0	0	0	0	2451	2655	2488	2455	2901	2641	175	162	147	183	169	293	46	839	980	1078	1195	127	958	1052	1138	1277	1256	96	11	151	430	431	408	UJ1	V - VARA;	PONTA GROSSA
8817	0	0	0	0	0	2722	2693	2727	2574	2876	2659	281	424	366	411	425	269	117	1069	1180	1251	1368	279	1358	1513	1589	1671	1665	151	51	246	1060	1302	1352	UJ1	V - VARA;	MARINGA
8818	0	0	0	0	0	1735	1960	1879	1924	1941	1848	197	253	284	272	329	441	155	1039	1088	1179	1179	234	1358	1449	1557	1369	1286	93	18	120	765	921	1043	UJ1	V - VARA;	PONTA GROSSA
8819	0	0	0	0	0	0	3847	3113	3001	2945	1788	0	94	94	103	106	54	0	2244	2072	1926	1840	0	9	11	13	18	14	56	10	102	120	131	130	UJ1	V - VARA;	CURITIBA
8820	0	0	0	0	0	2691	3234	3102	2873	2555	2149	115	202	265	290	372	368	16	1067	1169	1195	1060	110	1323	1417	1482	1271	1236	130	16	158	361	594	686	UJ1	V - VARA;	PONTA GROSSA
8821	0	0	0	0	0	2596	3051	2745	2713	2602	2406	293	577	547	489	623	630	112	903	1126	1244	1394	316	1242	1341	1458	1434	1411	136	37	175	868	943	1163	UJ1	V - VARA;	PONTA GROSSA
8822	0	0	0	0	0	0	3849	3226	3038	2712	2258	0	75	127	107	144	148	0	1887	1918	1944	1994	0	20	21	22	22	26	61	3	124	110	193	305	UJ1	V - VARA;	CURITIBA
8823	2101	1511	1521	1604	1621	0	0	0	0	0	0	0	335	323	350	318	257	0	0	0	0	0	0	0	0	0	0	0	12	2	8	0	0	0	UJ1	V - VARA;	PONTA GROSSA
8824	1820	1012	1043	1011	940	0	0	0	0	0	0	0	441	473	446	338	277	0	0	0	0	0	0	0	0	0	0	0	6	3	1	0	0	0	UJ1	V - VARA;	PONTA GROSSA
8825	2949	1248	1223	1199	1292	0	0	0	0	0	0	0	281	305	413	301	273	0	0	0	0	0	0	0	0	0	0	0	10	5	9	0	0	0	UJ1	V - VARA;	MARINGA
8826	1973	1117	1393	1642	1826	0	0	0	0	0	0	0	348	332	313	314	273	0	0	0	0	0	0	0	0	0	0	0	7	3	4	0	0	0	UJ1	V - VARA;	PONTA GROSSA
8827	0	0	0	0	0	0	9278	9532	8076	7806	5969	0	594	880	1708	2065	1206	0	10640	10335	10482	12185	0	988	943	777	671	615	413	14	520	1106	1655	2467	UJ1	V - VARA;	CURITIBA
8828	2443	1165	1348	1509	1846	0	0	0	0	0	0	0	335	294	259	573	236	0	0	0	0	0	0	0	0	0	0	0	13	5	6	0	0	0	UJ1	V - VARA;	MARINGA
8829	0	0	0	0	0	0	14342	14444	14625	19293	15782	0	219	238	380	2640	4329	0	10588	11291	11435	15129	0	804	828	919	950	879	399	12	747	9340	7296	4241	UJ1	V - VARA;	CURITIBA
8830	0	0	0	0	0	2060	1771	1908	1981	2007	2046	80	89	149	193	176	195	184	656	524	413	414	1	4	4	4	4	8	41	6	124	132	112	126	UJ1	V - VARA;	PONTA GROSSA
8831	0	0	0	0	0	0	9585	9469	8781	8417	6315	0	941	970	1472	1996	1466	0	3123	3919	4527	8840	0	623	662	722	750	734	179	21	441	1517	1923	2560	UJ1	V - VARA;	CURITIBA
8832	0	0	0	0	0	2321	2606	2958	3133	3144	3443	72	82	97	109	108	173	59	809	906	986	1006	0	9	10	13	10	26	72	9	124	103	116	121	UJ1	V - VARA;	PONTA GROSSA
8833	0	0	0	0	0	1503	712	796	703	586	391	363	33	50	49	50	62	0	1	0	1	131	0	0	0	0	0	0	1	1	1	0	0	4	UJ1	V - VARA;	PONTA GROSSA
8834	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	UJ1	V - VARA;	PONTA GROSSA
8835	3	2	1	1	0	4110	2744	1409	1592	1477	1123	7	88	110	45	33	40	213	158	85	165	207	690	518	312	317	319	339	0	43	41	77	74	48	UJ1	V - VARA;	SOBRAL
8836	2956	1294	1295	1467	1741	0	0	0	0	0	0	0	196	204	181	142	114	0	0	0	0	0	0	0	0	0	0	0	21	3	25	0	0	0	UJ1	V - VARA;	MARINGA
8837	3081	1183	1215	1232	1395	0	0	0	0	0	0	0	339	334	296	273	266	0	0	0	0	0	0	0	0	0	0	0	11	1	18	0	0	0	UJ1	V - VARA;	MARINGA
8838	66	32	3	748	36	4778	5196	3206	3533	2803	1927	3	43	40	13	8	6	22	68	0	0	91	512	470	259	306	298	248	0	0	41	0	0	0	UJ1	JE - JUIZADO ESPECIAL;	SOBRAL
8839	0	0	0	0	0	1928	2285	2827	3366	3150	3356	99	113	114	96	115	150	35	725	1084	1378	1536	0	10	8	9	11	35	73	5	72	105	115	111	UJ1	V - VARA;	MARINGA
8841	0	0	0	0	0	1712	1466	1684	1672	1268	873	556	486	577	536	347	499	0	0	2	7	338	0	0	0	0	0	0	6	1	1	0	5	20	UJ1	V - VARA;	MARINGA
8842	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	UJ1	V - VARA;	MARINGA
8843	0	0	0	0	0	0	5115	5678	3544	2741	2290	0	202	648	313	251	276	0	1374	1715	1926	2001	0	1446	1594	1488	1463	1480	192	44	201	730	1084	1799	UJ1	V - VARA;	CASCAVEL
8844	0	0	0	0	0	0	3826	3250	2847	2802	2582	0	250	318	293	308	231	0	1466	1672	1764	1855	0	1497	1557	1563	1547	1306	161	39	194	617	826	1070	UJ1	V - VARA;	CASCAVEL
8845	0	0	0	0	0	7454	7485	6549	6249	5651	14799	150	206	236	273	196	4582	3	224	422	583	721	42	708	747	759	743	717	347	9	252	88	87	107	UJ1	V - VARA;	ALMIRANTE TAMANDARÉ
8846	0	0	0	0	0	0	3605	3428	3290	3245	2994	0	427	616	565	387	332	0	1689	1666	1768	1876	0	1317	1424	1462	1785	1487	122	26	283	958	856	804	UJ1	V - VARA;	CASCAVEL
8847	1156	784	941	1114	1262	0	0	0	0	0	0	0	117	128	117	172	196	0	0	0	0	0	0	0	0	0	0	0	10	2	7	0	0	0	UJ1	V - VARA;	ALMIRANTE TAMANDARÉ
8848	0	1751	2020	1895	1340	0	0	0	0	0	0	0	415	483	836	666	213	0	0	0	0	0	0	0	0	0	0	0	12	1	12	0	0	0	UJ1	V - VARA;	CASCAVEL
8849	0	0	0	0	0	0	9875	8955	8054	7471	5688	0	254	502	706	1050	800	0	1320	2346	3253	5674	0	657	700	736	733	720	171	17	467	248	473	1577	UJ1	V - VARA;	CURITIBA
8850	0	1683	1615	1863	1937	0	0	0	0	0	0	0	633	380	295	175	131	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	UJ1	V - VARA;	CASCAVEL
8851	0	0	0	0	0	2517	3035	2702	2246	2063	11676	213	157	194	251	244	5958	54	889	1000	1079	1110	127	1307	1353	1332	1318	1288	108	29	171	420	717	880	UJ1	V - VARA;	APUCARANA
8852	0	0	0	0	0	3473	3986	3645	2970	2886	13100	190	418	510	639	608	6742	21	779	839	920	984	109	1556	1624	1515	1518	1534	130	42	191	495	890	1003	UJ1	V - VARA;	APUCARANA
8853	0	0	0	0	0	0	561	687	742	844	1502	0	26	63	194	176	86	0	67	85	70	316	0	0	0	0	0	0	15	2	23	25	9	38	UJ1	V - VARA;	CURITIBA
8854	0	1026	789	779	655	0	0	0	0	0	0	0	517	252	194	228	73	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	UJ1	V - VARA;	CASCAVEL
8855	0	0	0	0	0	0	4784	4393	4633	4033	2906	0	49	98	80	77	80	0	1623	1835	1993	1900	0	23	23	23	29	33	32	5	84	89	65	53	UJ1	V - VARA;	CASCAVEL
8856	1714	1169	1643	2007	2083	0	0	0	0	0	0	0	276	354	416	507	469	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0	0	UJ1	V - VARA;	APUCARANA
8857	0	0	0	0	0	0	894	681	712	796	2883	0	251	57	149	142	82	0	90	111	136	340	0	0	0	0	0	0	11	0	114	33	24	47	UJ1	V - VARA;	CURITIBA
8858	0	0	0	0	0	2552	2181	1971	2353	2553	2439	175	98	122	114	150	197	54	918	1011	1211	1317	0	7	11	15	12	14	21	7	53	94	104	98	UJ1	V - VARA;	APUCARANA
8859	0	0	0	1	0	0	1083	1129	1137	1364	1023	0	480	435	311	199	453	0	29	55	78	359	0	0	0	0	0	0	15	0	13	37	16	48	UJ1	V - VARA;	CASCAVEL
8860	0	0	0	0	0	4796	6352	5606	5118	4884	10696	275	504	578	583	681	3692	2	237	392	573	744	100	1367	1373	1433	1564	1530	157	47	454	305	423	483	UJ1	V - VARA;	ARAPONGAS
8861	2625	1800	1990	2172	2598	0	0	0	0	0	0	0	261	174	297	292	374	0	0	0	0	0	0	0	0	0	0	0	8	2	29	0	0	0	UJ1	V - VARA;	ARAPONGAS
8863	0	0	0	0	0	8328	6383	5877	5158	5139	11657	591	660	680	773	633	3857	40	867	1060	1222	1434	202	1204	1306	1348	1460	1487	154	15	611	559	644	474	UJ1	V - VARA;	ARAUCARIA
8864	2197	2086	2430	2755	3697	0	0	0	0	0	0	0	498	411	427	543	680	0	0	0	0	0	0	0	0	0	0	0	42	4	59	0	0	0	UJ1	V - VARA;	ARAUCARIA
8865	0	0	0	0	0	0	1227	1212	889	630	527	0	264	434	329	289	355	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	UJ1	V - VARA;	CURITIBA
8867	0	0	0	0	0	0	1912	1855	2001	2065	4054	0	130	246	321	418	1674	0	217	260	305	354	0	779	823	865	844	877	59	17	114	222	389	426	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ASSIS CHATEAUBRIAND
8868	0	689	767	1123	1365	0	2311	2129	2403	2709	1938	0	360	503	494	674	778	0	514	487	526	626	0	179	253	276	370	346	34	5	54	16	23	34	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ASSIS CHATEAUBRIAND
8869	0	0	0	0	0	0	2722	2754	2927	3159	2812	0	541	924	455	547	454	0	113	48	45	46	0	1	2	2	0	8	50	99	191	30	10	14	UJ1	V - VARA;	CURITIBA
8870	1390	809	972	1029	975	3847	5113	5570	5351	5464	7377	117	222	379	435	473	1216	336	571	903	1105	1250	153	678	831	850	941	890	83	33	259	67	142	156	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BELA VISTA DO PARAISO
8871	0	500	473	423	459	0	0	0	0	0	0	0	90	60	47	50	46	0	0	0	0	0	0	0	0	0	0	0	13	2	8	0	0	0	UJ1	V - VARA;	CURITIBA
8872	0	0	0	0	0	0	1628	1499	1538	1366	2625	0	259	257	254	213	1243	0	818	718	728	803	0	827	852	912	913	885	56	19	121	713	731	812	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ASTORGA
8873	0	0	0	0	0	0	5116	5012	4435	4199	10937	0	335	349	440	405	4014	0	585	820	940	1225	0	1027	1096	1107	1109	1068	177	83	307	275	351	398	UJ1	V - VARA;	CAMBE
8874	0	912	1065	1225	1493	0	1533	1705	2304	2440	1315	0	402	523	487	434	432	0	590	654	642	518	0	141	128	133	166	233	65	6	48	37	37	27	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	ASTORGA
8875	0	0	0	0	0	0	2722	2387	2264	2351	3745	0	243	287	322	386	1130	0	292	371	407	425	0	401	413	391	356	333	86	12	102	127	152	152	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BANDEIRANTES
8876	0	846	869	914	863	0	457	414	505	564	511	0	90	46	34	61	93	0	220	262	267	343	0	2	2	0	0	0	26	5	25	28	25	21	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	BANDEIRANTES
8877	0	0	0	0	0	0	3076	3487	3420	3102	6581	0	100	152	168	122	1422	0	710	756	864	1029	0	648	743	762	668	646	140	23	520	146	204	209	UJ1	V - VARA;	CAMPO LARGO
8878	0	2583	3209	3196	3207	0	0	0	0	0	0	0	299	304	237	313	467	0	0	0	0	0	0	0	0	0	0	0	39	4	32	0	0	0	UJ1	V - VARA;	CAMPO LARGO
8879	0	395	406	351	393	0	0	0	0	0	0	0	198	89	90	78	63	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	UJ1	V - VARA;	CURITIBA
8880	497	422	416	525	575	2043	2376	2208	2374	2706	2445	96	118	200	232	205	129	15	15	22	19	19	49	113	134	90	79	113	26	34	31	22	17	12	UJ1	V - VARA;	RIO TINTO
8881	0	0	1263	1268	648	1746	0	1502	1215	774	513	111	0	249	176	199	218	4	0	3	1070	967	0	0	828	669	532	456	30	4	5	0	0	0	-	-	CONCORDIA
8883	0	0	0	0	0	0	4896	4278	3046	2816	5004	0	212	400	494	502	1349	0	925	1052	1323	1510	0	1661	1611	1434	1292	1192	152	42	94	453	635	805	UJ1	V - VARA;	CAMPO MOURAO
8884	0	0	0	0	0	0	3161	3067	2471	2572	4801	0	165	234	225	219	876	0	590	571	796	983	0	1376	1384	1400	1236	1091	120	23	151	452	541	585	UJ1	V - VARA;	CAMPO MOURAO
8885	0	1039	1442	1505	1501	0	0	0	0	0	0	0	127	164	181	207	274	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	UJ1	V - VARA;	CAMPO MOURAO
8886	0	1252	1414	1463	1379	0	0	0	0	0	0	0	317	391	461	473	459	0	0	0	0	0	0	0	0	0	0	0	7	2	13	0	0	0	UJ1	V - VARA;	CAMPO MOURAO
8887	0	0	0	0	0	0	1093	1295	1235	1425	1267	0	246	227	208	226	386	0	367	429	511	713	0	19	39	23	24	40	32	8	27	153	204	264	UJ1	V - VARA;	CAMPO MOURAO
8889	0	1303	1580	1547	1519	0	0	0	0	0	0	0	331	348	338	367	429	0	0	0	0	0	0	0	0	0	0	0	17	3	2	0	0	0	UJ1	V - VARA;	CAMBE
8890	0	0	0	0	0	0	1863	1940	2064	2081	1889	0	82	81	115	181	161	0	645	748	752	832	0	844	949	979	1019	1067	112	14	133	226	272	475	UJ1	V - VARA;	FOZ DO IGUACU
8891	0	0	0	0	0	0	2093	2108	2066	2168	1511	0	393	477	575	733	173	0	733	829	944	1124	0	1094	1204	1221	1326	1246	83	16	124	789	955	1166	UJ1	V - VARA;	FOZ DO IGUACU
8892	0	0	0	0	0	0	1522	1496	1360	1366	1397	0	80	157	136	247	235	0	858	979	951	1317	0	1151	1303	1218	1666	1678	95	36	74	508	741	1751	UJ1	V - VARA;	FOZ DO IGUACU
8893	0	0	0	0	0	0	1623	1681	1680	1666	1845	0	63	51	87	119	353	0	355	376	436	564	0	358	517	648	677	697	19	7	56	153	163	278	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CAPANEMA
8894	0	1174	1219	1220	1325	0	833	957	1066	1257	1216	0	395	388	288	298	283	0	103	175	240	234	0	71	81	95	84	166	23	3	36	3	15	5	UJ1	VJE - VARA COM JUIZADO ESPECIAL ADJUNTO;	CAPANEMA
8895	0	0	0	0	0	0	3178	2598	2559	2535	5903	0	214	250	314	312	1906	0	800	787	817	920	0	1740	1751	1757	1754	1630	86	10	116	614	787	675	UJ1	V - VARA;	CASTRO
8896	0	1483	2136	2615	2719	0	0	0	0	0	0	0	260	319	378	357	535	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	UJ1	V - VARA;	CASTRO
8897	0	0	0	0	0	0	3303	2960	2371	2546	8029	0	365	434	516	533	3196	0	831	933	1162	1211	0	994	1073	1110	1137	1230	84	32	271	397	670	653	UJ1	V - VARA;	CIANORTE
8898	0	2358	2678	2712	2911	0	0	0	0	0	0	0	331	384	323	336	290	0	0	0	0	0	0	0	0	0	0	0	9	0	20	0	0	0	UJ1	V - VARA;	CIANORTE
8899	0	0	0	0	0	0	1238	1115	1279	1680	1503	0	58	78	90	83	121	0	591	647	714	868	0	83	83	84	80	62	15	2	28	134	100	121	UJ1	V - VARA;	CIANORTE
8900	0	0	0	0	0	0	2031	1990	1779	1656	1622	0	63	93	253	252	304	0	599	681	778	823	0	1134	1221	1180	1134	1164	61	0	82	356	662	839	UJ1	V - VARA;	FOZ DO IGUACU
8901	0	0	0	0	0	0	5517	4444	3440	3130	2829	0	266	540	540	526	472	0	617	758	850	870	0	1066	1211	1224	1200	1178	146	40	214	448	603	608	UJ1	V - VARA;	COLOMBO
8902	0	1709	2269	2329	2457	0	0	0	0	0	0	0	210	175	217	221	238	0	0	0	0	0	0	0	0	0	0	0	35	0	21	0	0	0	UJ1	V - VARA;	COLOMBO
8903	0	2319	2303	2185	1899	0	0	0	0	0	0	0	814	749	661	621	529	0	0	0	0	0	0	0	0	0	0	0	18	5	11	0	0	0	UJ1	V - VARA;	FOZ DO IGUACU
8904	0	0	0	0	0	0	3588	3589	3315	3462	5450	0	165	193	327	423	1505	0	692	703	682	680	0	906	940	942	908	896	114	25	233	167	249	256	UJ1	V - VARA;	CORNELIO PROCOPIO
8905	0	2051	2273	2440	2148	0	0	0	0	0	0	0	821	858	585	615	603	0	0	0	0	0	0	0	0	0	0	0	8	0	29	0	0	0	UJ1	V - VARA;	FOZ DO IGUACU
8906	0	879	1070	1153	1294	0	0	0	0	0	0	0	176	130	119	115	92	0	0	0	0	0	0	0	0	0	0	0	8	0	13	0	0	0	UJ1	V - VARA;	CORNELIO PROCOPIO
8907	0	1834	2095	2018	1875	0	0	0	0	0	0	0	446	706	665	699	852	0	0	0	0	0	0	0	0	0	0	0	6	3	8	0	0	0	UJ1	V - VARA;	FOZ DO IGUACU
8908	0	936	1056	1474	3116	0	0	0	0	0	0	0	428	396	376	1418	1813	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	UJ1	V - VARA;	FOZ DO IGUACU
8909	0	0	0	0	0	0	1936	2140	2143	2363	2523	0	67	39	33	68	69	0	825	1019	1147	1219	0	7	7	9	10	23	28	2	112	81	96	104	UJ1	V - VARA;	FOZ DO IGUACU
8910	0	0	0	0	0	0	811	692	450	478	343	0	147	171	144	111	160	0	0	0	24	122	0	0	0	0	0	0	4	1	19	0	6	9	UJ1	V - VARA;	FOZ DO IGUACU
8911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	UJ1	V - VARA;	FOZ DO IGUACU
