breadscrum,cod_item,cod_item_pai,nome
8826:9148:9418,9418,9148,Concurso de Credores
8826:9148:9419,9419,9148,Execução Previdenciária
8826:9148:9450,9450,9148,Fraude à Execução
8826:9148:9453,9453,9148,Imunidade de Execução
8826:9148:9484,9484,9148,Sucessão
8826:8842:9493,9493,8842,Capacidade Processual
8826:8842:9494,9494,8842,Substituição da Parte
8826:9148:9517,9517,9148,Causas Supervenientes à Sentença
8826:9148:9518,9518,9148,Efeito Suspensivo / Impugnação / Embargos à Execução
8826:9148:9519,9519,9148,Benefício de Ordem
8826:9148:9520,9520,9148,Ato Atentatório à Dignidade da Justiça
8826:9192:9524,9524,9192,Indenização do Prejuízo
8826:9192:9532,9532,9192,Caução
899:9616:5724:9533,9533,5724,Coligação
899:9616:5724:9534,9534,5724,Transformação
899:9616:5724:9535,9535,5724,Incorporação
899:9616:5724:9536,9536,5724,Fusão
899:9616:5724:9537,9537,5724,Cisão
899:9616:5724:9538,9538,5724,Liquidação
899:9616:5724:9539,9539,5724,Alteração de capital
899:5754:9541,9541,5754,Capacidade
899:5754:9542,9542,5754,Curadoria dos bens do ausente
899:5754:9543,9543,5754,Sucessão Provisória
899:9981:4897:9545,9545,4897,Inclusão de associado
899:9981:4897:9546,9546,4897,Exclusão de associado
899:9981:4905:9547,9547,4905,Fiscalização
899:9981:7953:9549,9549,7953,Exclusão de filiado
899:9981:7953:9550,9550,7953,Fusão
899:9981:7953:9551,9551,7953,Eleições - Diretórios
899:9616:4993:9555,9555,4993,Ineficácia de atos  em relação à massa
899:9616:4993:9556,9556,4993,Convolação de recuperação judicial em falência
899:9616:4993:9558,9558,4993,Administração judicial
899:9616:4993:9559,9559,4993,Classificação de créditos
6191:9565,9565,6191,Laudo Arbitral Internacional
899:7681:4949:9575,9575,4949,Sustação de Protesto
899:7681:9580,9580,7681,Espécies de Contratos
899:7681:9580:9581,9581,9580,Agêncie e Distribuição
899:7681:9580:9582,9582,9580,Alienação Fiduciária
899:7681:9580:9583,9583,9580,Arrendamento Rural
899:7681:9580:9584,9584,9580,Arrendamento Mercantil
899:7681:9580:9585,9585,9580,Cartão de Crédito
899:7681:9580:9586,9586,9580,Comissão
899:7681:9580:9587,9587,9580,Compra e Venda
899:7681:9580:9588,9588,9580,Corretagem
899:7681:9580:9589,9589,9580,Depósito
899:7681:9580:9590,9590,9580,Doação
899:7681:9580:9591,9591,9580,Empreitada
899:7681:9580:9592,9592,9580,Fiança
899:7681:9580:9593,9593,9580,Locação de Imóvel
899:7681:9580:9594,9594,9580,Mandato
899:7681:9580:9595,9595,9580,Troca ou Permuta
899:7681:9580:9596,9596,9580,Prestação de Serviços
899:7681:9580:9597,9597,9580,Seguro
899:7681:9580:9598,9598,9580,Transação
899:7681:9580:9599,9599,9580,Transporte de Coisas
899:7681:9580:9600,9600,9580,Transporte de Pessoas
899:7681:9580:9601,9601,9580,Estimatório
899:7681:9580:9602,9602,9580,Comodato
899:7681:9580:9603,9603,9580,Mútuo
899:7681:9580:9604,9604,9580,Constituição de Renda
899:7681:9580:9605,9605,9580,Jogo e Aposta
899:7681:9580:9606,9606,9580,Compromisso
899:7681:9580:9607,9607,9580,Contratos Bancários
899:7681:9580:9608,9608,9580,Franquia
899:7681:9580:9609,9609,9580,Locação de Móvel
899:7681:9580:9593:9610,9610,9593,Despejo para Uso Próprio
899:7681:9580:9593:9611,9611,9593,Despejo para Uso de Ascendentes e Descendentes
899:7681:9580:9593:9612,9612,9593,Despejo por Denúncia Vazia
899:7681:9580:9593:9614,9614,9593,Benfeitorias
899:7681:9580:9593:9615,9615,9593,Direito de Preferência
899:9616,9616,899,Empresas
899:9616:9617,9617,9616,Espécies de Sociedades
899:9616:9617:9618,9618,9617,Conta de Participação
899:9616:9617:9619,9619,9617,Simples
899:9616:9617:9620,9620,9617,Nome Coletivo
899:9616:9617:9621,9621,9617,Comandita Simples
899:9616:9617:9622,9622,9617,Limitada
899:9616:9617:9623,9623,9617,Anônima
899:9616:9617:9624,9624,9617,Comandita por Ações
899:9616:9617:9625,9625,9617,Cooperativa
899:9616:9617:9626,9626,9617,Coligadas
899:9616:9617:9627,9627,9617,Dependente de Autorização
899:9616:9617:9629,9629,9617,Estrangeira
9633,9633,0,DIREITO DA CRIANÇA E DO ADOLESCENTE
9633:9634,9634,9633,Ato Infracional
9633:9634:9635,9635,9634,Contra a vida
9633:9634:9635:9636,9636,9635,Homicídio Simples
9633:9634:9635:9637,9637,9635,Homicídio Privilegiado
9633:9634:9635:9638,9638,9635,Homicídio Qualificado
9633:9634:9635:9639,9639,9635,"Induzimento, Instigação ou Auxílio a Suicídio"
9633:9634:9635:9640,9640,9635,Infanticídio
9633:9634:9641,9641,9634,Lesões Corporais
9633:9634:9641:9642,9642,9641,Leve
9633:9634:9641:9643,9643,9641,Seguida de Morte
9633:9634:9641:9644,9644,9641,Grave
9633:9634:9641:9645,9645,9641,Gravíssima
9633:9634:9641:9646,9646,9641,Privilegiada
9633:9634:9641:9647,9647,9641,Decorrente de Violência Doméstica
9633:9634:9648,9648,9634,Periclitação da Vida e da Saúde e Rixa
9633:9634:9648:9649,9649,9648,Perigo de contágio de moléstia grave
9633:9634:9648:9650,9650,9648,Perigo para a vida ou saúde de outrem (art. 132)
9633:9634:9648:9651,9651,9648,Abandono de incapaz (art. 133)
9633:9634:9648:9652,9652,9648,Omissão de socorro (art. 135)
9633:9634:9648:9653,9653,9648,Rixa (art. 137)
9633:9634:9648:9654,9654,9648,Perigo de Contágio Venéreo
9633:9634:9655,9655,9634,Contra a Honra
9633:9634:9655:9656,9656,9655,Calúnia
9633:9634:9655:9657,9657,9655,Difamação
9633:9634:9655:9658,9658,9655,Injúria
9633:9634:9659,9659,9634,Contra a liberdade pessoal
9633:9634:9659:9660,9660,9659,Constrangimento ilegal (art. 146)
9633:9634:9659:9661,9661,9659,Ameaça (art. 147)
9633:9634:9659:9662,9662,9659,Seqüestro e cárcere privado (art. 148)
9633:9634:9659:9663,9663,9659,Redução a condição análoga à de escravo (art. 149)
9633:9634:9664,9664,9634,Contra a inviolabilidade de domicílio
9633:9634:9664:9665,9665,9664,Violação de domicílio (art. 150)
9633:9634:9666,9666,9634,Contra a inviolabilidade de correspondência
9633:9634:9666:9667,9667,9666,"Violação de correspondência (art. 151, caput)"
9633:9634:9666:9668,9668,9666,"Sonegação ou destruição de correspondência (art. 151, § 1º, I)"
9633:9634:9666:9669,9669,9666,"Violação de comunicação telegráfica, radioelétrica ou telefônica (art. 151, § 1º, II, III e IV)"
9633:9634:9666:9670,9670,9666,Violação de Correspondência comercial (art. 152)
9633:9634:9671,9671,9634,Contra a inviolabilidade de segredo
9633:9634:9671:9672,9672,9671,Divulgação de segredo (art. 153)
9633:9634:9671:9673,9673,9671,Violação do segredo profissional (art. 154)
9633:9634:9674,9674,9634,Contra o Patrimônio
9633:9634:9674:9675,9675,9674,Furto (art. 155)
9633:9634:9674:9676,9676,9674,"Furto Qualificado (Art. 155, § 4o.)"
9633:9634:9674:9677,9677,9674,Furto de coisa comum (art. 156)
9633:9634:9674:9678,9678,9674,Roubo (art. 157)
9633:9634:9674:9679,9679,9674,Extorsão (art. 158)
9633:9634:9674:9680,9680,9674,Extorsão mediante seqüestro (art. 159)
9633:9634:9674:9681,9681,9674,Extorsão indireta (art. 160)
9633:9634:9674:9682,9682,9674,"Alteração de limites (art. 161, caput)"
9633:9634:9674:9683,9683,9674,"Usurpação de águas (art. 161, § 1º, I)"
9633:9634:9674:9684,9684,9674,"Esbulho possessório (art. 161, § 1º, II)"
9633:9634:9674:9685,9685,9674,Dano (art. 163)
9633:9634:9674:9686,9686,9674,Introdução ou abandono de animais em propriedade alheia (art. 164)
9633:9634:9674:9687,9687,9674,"Dano em coisa de valor artístico, arqueológico ou histórico (art. 165)"
9633:9634:9674:9688,9688,9674,Alteração de local especialmente protegido (art. 166)
9633:9634:9674:9689,9689,9674,Apropriação indébita Previdenciária (art. 168-A e Lei 8.212/91)
9633:9634:9674:9690,9690,9674,Estelionato
9633:9634:9674:9691,9691,9674,"Estelionato Majorado (art. 171, § 3º)"
9633:9634:9674:9692,9692,9674,Outras fraudes
9633:9634:9674:9693,9693,9674,Fraude à execução (art. 179)
9633:9634:9674:9694,9694,9674,Receptação
9633:9634:9674:9695,9695,9674,"Apropriação indébita (art. 168, caput)"
9633:9634:9674:9696,9696,9674,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza (art.169)"
9633:9634:9674:9697,9697,9674,Furto Privilegiado
9633:9634:9674:9698,9698,9674,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior
9633:9634:9674:9699,9699,9674,Roubo Majorado
9633:9634:9674:9700,9700,9674,Latrocínio
9633:9634:9674:9701,9701,9674,Extorsão mediante Seqüestro Seguida de Morte
9633:9634:9674:9702,9702,9674,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave
9633:9634:9674:9703,9703,9674,Supressão ou Alteração de Marca em Animais
9633:9634:9674:9704,9704,9674,Dano Qualificado
9633:9634:9674:9705,9705,9674,Apropriação de Tesouro
9633:9634:9674:9706,9706,9674,Apropriação de Coisa Achada
9633:9634:9674:9707,9707,9674,Disposição de coisa alheia como própria
9633:9634:9674:9708,9708,9674,Alienação ou Oneração Fraudulenta de Coisa Própria
9633:9634:9674:9709,9709,9674,Defraudação de Penhor
9633:9634:9674:9710,9710,9674,Fraude na Entrega de Coisa
9633:9634:9674:9711,9711,9674,Fraude para Recebimento de Indenização ou Valor de Seguro
9633:9634:9674:9712,9712,9674,Fraude no Pagamento por Meio de Cheque
9633:9634:9674:9713,9713,9674,Duplicata Simulada
9633:9634:9674:9714,9714,9674,Abuso de Incapazes
9633:9634:9674:9715,9715,9674,Induzimento à Especulação
9633:9634:9674:9716,9716,9674,Fraude no Comércio
9633:9634:9674:9717,9717,9674,Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações
9633:9634:9674:9718,9718,9674,Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;
9633:9634:9674:9719,9719,9674,Receptação Qualificada
9633:9634:9720,9720,9634,Contra a Propriedade Intelectual
9633:9634:9720:9721,9721,9720,Violação de direito autoral
9633:9634:9722,9722,9634,Contra a Organização do Trabalho
9633:9634:9722:9723,9723,9722,Atentado contra a liberdade de trabalho (art. 197)
9633:9634:9722:9724,9724,9722,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta (art. 198)
9633:9634:9722:9725,9725,9722,Atentado contra a liberdade de associação (art. 199)
9633:9634:9722:9726,9726,9722,"Paralisação de trabalho, seguida de violência ou perturbação da ordem (art. 200)"
9633:9634:9722:9727,9727,9722,Paralisação de trabalho de interesse coletivo (art. 201)
9633:9634:9722:9728,9728,9722,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem (art. 202)"
9633:9634:9722:9729,9729,9722,Frustração de direitos assegurados por lei trabalhista (art. 203)
9633:9634:9722:9730,9730,9722,Exercício de atividade com infração de decisão administrativa (art. 205)
9633:9634:9722:9731,9731,9722,Aliciamento para fins de emigração (art. 206)
9633:9634:9722:9732,9732,9722,Aliciamento de trabalhadores de um local para outro do território nacional (art. 207)
9633:9634:9722:9733,9733,9722,Frustração de lei sobre a nacionalização do trabalho (art. 204)
9633:9634:9734,9734,9634,Contra o sentimento religioso e contra o respeito aos mortos
9633:9634:9734:9735,9735,9734,Destruição / Subração / Ocultação de Cadáver
9633:9634:9734:9736,9736,9734,Impedimento ou Perturbação de Cerimônia Funerária (Art. 209)
9633:9634:9734:9737,9737,9734,Vilipêndio a Cadáver
9633:9634:9734:9738,9738,9734,Violação a Sepultura (Art. 210)
9633:9634:9734:9739,9739,9734,Ultraje / Impedimento ou Perturbação de Culto Religioso
9633:9634:9740,9740,9634,Contra a dignidade sexual
9633:9634:9740:9741,9741,9740,Tráfico Internacional de Pessoa para Fim de Exploração Sexual 
9633:9634:9740:9742,9742,9740,Estupro 
9633:9634:9740:9743,9743,9740,Atentado Violento ao Pudor
9633:9634:9740:9744,9744,9740,Atentado ao Pudor Mediante Fraude
9633:9634:9740:9745,9745,9740,Corrupção de Menores
9633:9634:9740:9746,9746,9740,Ultraje Público ao Pudor (Ato/Escrito Obsceno)
9633:9634:9740:9747,9747,9740,Mediação para Servir a Lascívia de Outrem 
9633:9634:9740:9748,9748,9740,Posse Sexual Mediante Fraude
9633:9634:9740:9749,9749,9740,Assédio Sexual
9633:9634:9740:9750,9750,9740,Favorecimento da Prostituição
9633:9634:9740:9751,9751,9740,Casa de Prostituição
9633:9634:9740:9752,9752,9740,Rufianismo
9633:9634:9740:9753,9753,9740,Tráfico Internacional de Pessoas
9633:9634:9740:9754,9754,9740,Tráfico Interno de Pessoas
9633:9634:9755,9755,9634,Contra a Família
9633:9634:9755:9756,9756,9755,Crimes Contra a Assistência Familiar
9633:9634:9755:9756:9757,9757,9756,Abandono Material
9633:9634:9755:9756:9758,9758,9756,Abandono Intelectual
9633:9634:9755:9756:9759,9759,9756,Entrega de Filho Menor a Pessoa Inidônea
9633:9634:9755:9760,9760,9755,Crimes contra o Casamento
9633:9634:9755:9760:9761,9761,9760,Bigamia
9633:9634:9755:9760:9762,9762,9760,Conhecimento Prévio de Impedimento
9633:9634:9755:9760:9763,9763,9760,Induzimento a erro essencial e ocultação de impedimento
9633:9634:9755:9760:9764,9764,9760,Simulação de Casamento
9633:9634:9755:9760:9765,9765,9760,Simulação de Autoridade para Celebração de Casamento
9633:9634:9755:9766,9766,9755,Crimes Contra o Estado de Filiação
9633:9634:9755:9766:9767,9767,9766,Parto Suposto (Art. 242)
9633:9634:9755:9766:9768,9768,9766,Registro de Nascimento Inexistente (Art. 241)
9633:9634:9755:9766:9769,9769,9766,Sonegação do Estado de Filiação (Art. 243)
9633:9634:9755:9770,9770,9755,Crime contra o Pátrio-Poder e Tutela
9633:9634:9755:9770:9771,9771,9770,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes (Art. 248)"
9633:9634:9755:9770:9772,9772,9770,Subtração de Incapazes (Art. 249)
9633:9634:9773,9773,9634,Contra a Incolumidade Pública
9633:9634:9773:9774,9774,9773,Incêndio
9633:9634:9773:9775,9775,9773,Explosão 
9633:9634:9773:9776,9776,9773,Uso de gás tóxico ou asfixiante 
9633:9634:9773:9777,9777,9773,Inundação / Perigo de Inundação
9633:9634:9773:9778,9778,9773,Desabamento ou desmoronamento (art. 256)
9633:9634:9773:9779,9779,9773,"Subtração, ocultação ou inutilização de material de salvamento (art. 257)"
9633:9634:9773:9780,9780,9773,Difusão de doença ou praga (art. 259)
9633:9634:9773:9781,9781,9773,Desastre ferroviário / Perigo de Desastre Ferroviário
9633:9634:9773:9782,9782,9773,Atentado contra a segurança de transporte público
9633:9634:9773:9783,9783,9773,Arremesso de projétil
9633:9634:9773:9784,9784,9773,Atentado contra a segurança de serviços de utilidade pública (art. 265)
9633:9634:9773:9785,9785,9773,Interrupção /perturbação de serviços telegráficos/telefônicos (art. 266)
9633:9634:9773:9786,9786,9773,Epidemia (art. 267)
9633:9634:9773:9787,9787,9773,Emprego de Processo Proibido/Substância não permitida
9633:9634:9773:9788,9788,9773,Invólucro ou recipiente com falsa indicação (art. 275)
9633:9634:9773:9789,9789,9773,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais
9633:9634:9773:9790,9790,9773,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica (art. 282)"
9633:9634:9773:9791,9791,9773,Charlatanismo (Art. 283)
9633:9634:9773:9792,9792,9773,Corrupção ou Poluição de Água Potável (Art. 271)
9633:9634:9773:9793,9793,9773,Curandeirismo (Art. 284)
9633:9634:9773:9794,9794,9773,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal (Art. 270)
9633:9634:9773:9795,9795,9773,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios
9633:9634:9773:9796,9796,9773,Infração de Medida Sanitária Preventiva (Art. 268)
9633:9634:9773:9797,9797,9773,Omissão de Notificação de Doença (Art. 269)
9633:9634:9773:9798,9798,9773,Outras Substâncias Nocivas a Saúde Pública (Art. 278)
9633:9634:9773:9799,9799,9773,Substância Destinada à Falsificação (Art. 277)
9633:9634:9773:9800,9800,9773,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante
9633:9634:9773:9801,9801,9773,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 
9633:9634:9773:9802,9802,9773,Medicamento em Desacordo com Receita Médica
9633:9634:9803,9803,9634,Contra a Paz Pública
9633:9634:9803:9804,9804,9803,Quadrilha ou Bando (art. 288)
9633:9634:9803:9805,9805,9803,Incitação ao Crime
9633:9634:9803:9806,9806,9803,Apologia de Crime ou Criminoso
9633:9634:9807,9807,9634,Contra a Fé Pública
9633:9634:9807:9808,9808,9807,Moeda Falsa / Assimilados
9633:9634:9807:9809,9809,9807,Petrechos para falsificação de moeda (art. 291)
9633:9634:9807:9810,9810,9807,Emissão de título ao portador sem permissão legal (art. 292)
9633:9634:9807:9811,9811,9807,Falsificação de papéis públicos (art. 293)
9633:9634:9807:9812,9812,9807,Falsificação do selo ou sinal público (art. 296)
9633:9634:9807:9813,9813,9807,Falsificação de documento público
9633:9634:9807:9814,9814,9807,Falsificação de documento particular (art. 298)
9633:9634:9807:9815,9815,9807,Falsidade ideológica (art. 299)
9633:9634:9807:9816,9816,9807,Falso reconhecimento de firma ou letra (art. 300)
9633:9634:9807:9817,9817,9807,"Certidão ou atestado ideologicamente falso (art. 301, caput)"
9633:9634:9807:9818,9818,9807,"Falsidade material de atestado ou certidão (art. 301, § 1º)"
9633:9634:9807:9819,9819,9807,Falsidade de atestado médico (art. 302)
9633:9634:9807:9820,9820,9807,Reprodução ou adulteração de selo ou peça filatélica (art. 303)
9633:9634:9807:9821,9821,9807,Uso de documento falso (art. 304)
9633:9634:9807:9822,9822,9807,Supressão de documento (art. 305)
9633:9634:9807:9823,9823,9807,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art. 306)"
9633:9634:9807:9824,9824,9807,Falsa identidade 
9633:9634:9807:9825,9825,9807,Fraude de lei sobre estrangeiros
9633:9634:9807:9826,9826,9807,Petrechos de Falsificação de Papéis Públicos
9633:9634:9807:9827,9827,9807,Adulteração de Sinal Identificador de Veículo Automotor
9633:9634:9828,9828,9634,Praticados por Funcionários Públicos Contra a Administração em Geral
9633:9634:9828:9829,9829,9828,"Peculato (art. 312, caput e § 1º)"
9633:9634:9828:9830,9830,9828,Peculato mediante erro de outrem (art. 313)
9633:9634:9828:9831,9831,9828,"Extravio, sonegação ou inutilização de livro ou documento (art. 314)"
9633:9634:9828:9832,9832,9828,Emprego irregular de verbas ou rendas públicas (art. 315)
9633:9634:9828:9833,9833,9828,"Concussão (art. 316, caput)"
9633:9634:9828:9834,9834,9828,"Excesso de exação (art. 316, §§ 1º e 2º)"
9633:9634:9828:9835,9835,9828,Corrupção passiva (art. 317)
9633:9634:9828:9836,9836,9828,Facilitação de contrabando ou descaminho (art. 318)
9633:9634:9828:9837,9837,9828,Prevaricação
9633:9634:9828:9838,9838,9828,Condescendência criminosa (art. 320)
9633:9634:9828:9839,9839,9828,Advocacia administrativa (art. 321)
9633:9634:9828:9840,9840,9828,Violência arbitrária (art. 322)
9633:9634:9828:9841,9841,9828,Abandono de função (art. 323)
9633:9634:9828:9842,9842,9828,Exercício funcional ilegalmente antecipado ou prolongado (art. 324)
9633:9634:9828:9843,9843,9828,Violação do sigilo funcional (art. 325)
9633:9634:9828:9844,9844,9828,Violação do sigilo de proposta de concorrência (art. 326)
9633:9634:9828:9845,9845,9828,Inserção de dados falsos em sistema de informações (art. 313-A)
9633:9634:9828:9846,9846,9828,Modificação ou alteração não autorizada de sistema de informações (art. 313-B)
9633:9634:9847,9847,9634,Previstos na Legislação Extravagante
9633:9634:9847:9848,9848,9847,Contra a Propriedade Industrial
9633:9634:9847:9848:9849,9849,9848,Contra Patente de Invenção
9633:9634:9847:9848:9850,9850,9848,Contra os Desenhos Industriais
9633:9634:9847:9848:9851,9851,9848,Contra as Marcas
9633:9634:9847:9848:9852,9852,9848,"Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda "
9633:9634:9847:9848:9853,9853,9848,Contra Indicações Geográficas e Demais Indicações
9633:9634:9847:9848:9854,9854,9848,De Concorrência Desleal
9633:9634:9847:9855,9855,9847,de Responsabilidade
9633:9634:9847:9856,9856,9847,Contra a Economia Popular
9633:9634:9847:9857,9857,9847,de Abuso de Autoridade
9633:9634:9847:9858,9858,9847,De Tráfico Ilícito e Uso Indevido de Drogas
9633:9634:9847:9858:9859,9859,9858,Tráfico de Drogas e Condutas Afins
9633:9634:9847:9858:9860,9860,9858,Posse de Drogas para Consumo Pessoal
9633:9634:9847:9858:9861,9861,9858,Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins 
9633:9634:9847:9858:9862,9862,9858,"Indução, Instigação ou Auxílio ao Uso de Drogas"
9633:9634:9847:9858:9863,9863,9858,Oferecimento de Drogas para Consumo Conjunto
9633:9634:9847:9858:9864,9864,9858,Associação para a Produção e Tráfico e Condutas Afins
9633:9634:9847:9858:9865,9865,9858,Financiamento ou Custeio de Produção ou Tráfico de Drogas
9633:9634:9847:9858:9866,9866,9858,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas "
9633:9634:9847:9858:9867,9867,9858,Prescrição Culposa de Drogas
9633:9634:9847:9858:9868,9868,9858,Condução de Embarcação ou Aeronave sob Efeito de Drogas
9633:9634:9847:9869,9869,9847,Responsabilidade Criminal por Danos Nucleares
9633:9634:9847:9870,9870,9847,Contra o Serviço Postal e o Serviço de Telegrama
9633:9634:9847:9871,9871,9847,"Contra a Segurança Nacional, a Ordem Política e Social"
9633:9634:9847:9872,9872,9847,Contra o Sistema Financeiro Nacional
9633:9634:9847:9873,9873,9847,Resultante de Preconceito de Raça ou de Cor
9633:9634:9847:9874,9874,9847,Contra a Ordem Tributária
9633:9634:9847:9875,9875,9847,Contra a Ordem Econômica
9633:9634:9847:9876,9876,9847,Contra as Relações de Consumo
9633:9634:9847:9877,9877,9847,Representação caluniosa
9633:9634:9847:9878,9878,9847,Contra o Meio Ambiente
9633:9634:9847:9878:9879,9879,9878,Contra a Fauna
9633:9634:9847:9878:9880,9880,9878,Contra a Flora
9633:9634:9847:9878:9881,9881,9878,Da Poluição
9633:9634:9847:9878:9882,9882,9878,Agrotóxicos (Lei 7.802/89)
9633:9634:9847:9878:9883,9883,9878,Atividades Nucleares (Lei 6.453/77)
9633:9634:9847:9878:9884,9884,9878,Caça (Lei nº 5.197/67)
9633:9634:9847:9878:9886,9886,9878,Genética (Lei nº 8.974/95)
9633:9634:9847:9878:9887,9887,9878,"Pesca (Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67)"
9633:9634:9847:9888,9888,9847,"De &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
9633:9634:9847:9889,9889,9847,Contra as Telecomunicações
9633:9634:9847:9890,9890,9847,Previstos na Lei de Estrangeiros
9633:9634:9847:9891,9891,9847,De Tortura
9633:9634:9847:9892,9892,9847,De Trânsito
9633:9634:9847:9893,9893,9847,Do Sistema Nacional de Armas
9633:9634:9847:9894,9894,9847,De Imprensa
9633:9634:9847:9895,9895,9847,Estatuto da criança e do adolescente
9633:9634:9847:9896,9896,9847,Contra o mercado de capitais
9633:9634:9847:9897,9897,9847,De genocídio
9633:9634:9847:9898,9898,9847,Sigilo Telefônico
9633:9634:9847:9899,9899,9847,Da Lei de licitações
9633:9634:9847:9900,9900,9847,Da Lei de remoção de órgãos e tecidos
9633:9634:9847:9901,9901,9847,Praticados contra os índios e a cultura indígena
9633:9634:9847:9903,9903,9847,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
9633:9634:9847:9904,9904,9847,Agrários
9633:9634:9847:9905,9905,9847,Relacionados à Comissão Parlamentar de Inquérito
9633:9634:9847:9906,9906,9847,Eleitorais
9633:9634:9847:9907,9907,9847,De Quebra de Sigilo Financeiro
9633:9634:9847:9908,9908,9847,Do Código Brasileiro de Telecomunicações
9633:9634:9847:9909,9909,9847,Estatuto do Idoso
9633:9634:9847:9910,9910,9847,Parcelamento do solo urbano
9633:9634:9847:9911,9911,9847,Falimentares
9633:9634:9847:9912,9912,9847,Militares
9633:9634:9847:9913,9913,9847,Contra a Administração da Justiça - Lei da Ação de Alimentos 
9633:9634:9914,9914,9634,Contravenções Penais
9633:9634:9915,9915,9634,Análogo a Crime Tentado
9633:9634:9916,9916,9634,Análogo a Crime Culposo
9633:9634:9917,9917,9634,Praticados por Particular Contra a Administração em Geral
9633:9634:9917:9918,9918,9917,Usurpação de função pública (art. 328)
9633:9634:9917:9919,9919,9917,Resistência (art. 329)
9633:9634:9917:9920,9920,9917,Tráfico de influência (art. 332)
9633:9634:9917:9921,9921,9917,Corrupção ativa (art. 333)
9633:9634:9917:9922,9922,9917,"Impedimento, perturbação ou fraude de concorrência (art. 335)"
9633:9634:9917:9923,9923,9917,Inutilização de edital ou de sinal (art. 336)
9633:9634:9917:9924,9924,9917,"Subtração ou inutilização de livro ou documento (art. 337, caput)"
9633:9634:9917:9925,9925,9917,Desobediência (art. 330)
9633:9634:9917:9926,9926,9917,Desacato (art. 331)
9633:9634:9917:9927,9927,9917,Contrabando ou descaminho (art. 334)
9633:9634:9917:9928,9928,9917,Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91)
9633:9634:9929,9929,9634,Praticados por Particular Contra a Administração Pública Estrangeira
9633:9634:9929:9930,9930,9929,Corrupção Ativa em Transação Comercial Internacional
9633:9634:9929:9931,9931,9929,Tráfico de Influência em Transação Comercial Internacional
9633:9634:9932,9932,9634,Contra a Administração da Justiça
9633:9634:9932:9933,9933,9932,Reingresso de estrangeiro expulso
9633:9634:9932:9934,9934,9932,Denunciação caluniosa
9633:9634:9932:9935,9935,9932,Comunicação falsa de crime ou de contravenção
9633:9634:9932:9936,9936,9932,Auto-acusação falsa
9633:9634:9932:9937,9937,9932,Falso testemunho ou falsa perícia
9633:9634:9932:9938,9938,9932,Coação no curso do processo
9633:9634:9932:9939,9939,9932,Exercício arbitrário das próprias razões
9633:9634:9932:9940,9940,9932,Fraude processual
9633:9634:9932:9941,9941,9932,Favorecimento pessoal
9633:9634:9932:9942,9942,9932,Favorecimento real
9633:9634:9932:9943,9943,9932,Exercício arbitrário ou abuso de poder
9633:9634:9932:9944,9944,9932,Fuga de pessoa presa ou submetida a medida de segurança
9633:9634:9932:9945,9945,9932,Evasão mediante violência contra a pessoa
9633:9634:9932:9946,9946,9932,Arrebatamento de preso
9633:9634:9932:9947,9947,9932,Motim de presos
9633:9634:9932:9948,9948,9932,Patrocínio infiel
9633:9634:9932:9949,9949,9932,Patrocínio simultâneo ou tergiversação
9633:9634:9932:9950,9950,9932,Sonegação de papel ou objeto de valor probatório
9633:9634:9932:9951,9951,9932,Exploração de prestígio
9633:9634:9932:9952,9952,9932,Violência ou fraude em arrematação judicial
9633:9634:9932:9953,9953,9932,Desobediência a decisão judicial sobre perda ou suspensão de direitos
9633:9634:9955,9955,9634,Contra as Finanças Públicas
9633:9634:9955:9956,9956,9955,Contratação de Operação de Crédito
9633:9634:9955:9957,9957,9955,Inscrição de Despesas Não Empenhadas
9633:9634:9955:9958,9958,9955,Assunção de Obrigação no Último Ano do Mandato ou Legislatura
9633:9634:9955:9959,9959,9955,Ordenação de Despesa Não Autorizada
9633:9634:9955:9960,9960,9955,Prestação de Garantia Graciosa
9633:9634:9955:9961,9961,9955,Não Cancelamento de Restos a Pagar
